******************************************************************************************************************************************************************************************************************************
CODIGO INSTALACION   : 130391:90437
LAST_QUERY            : 
QUERY_DATA_SOURCE_NAME: SRI_AUTORIZACIONES_MENSAJES
DML_DATA_TARGET_NAME  : SRI_AUTORIZACIONES_MENSAJES
DEFAULT_WHERE         : 
ORDER_BY              : 
QUERY_ALLOWED         : TRUE
INSERT_ALLOWED        : FALSE
UPDATE_ALLOWED        : TRUE
DELETE_ALLOWED        : FALSE
 
NOMBRE CAMPO                   ITEM TYPE       DATATYPE        MASCARA                         PK    VALID VISIBLE ENABLED INSERT UPDATE REQUIRED NAVIGABLE NEXT_NAVIGATION_ITEM           VALOR ACTUAL DEL CAMPO (PRIMEROS 50 CARACTERES)   
------------------------------ --------------- --------------- ------------------------------- ----- ----- ------- ------- ------ ------ -------- --------- ------------------------------ --------------------------------------------------
CLAVE_ACCESO                   TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   FALSE  FALSE  FALSE    FALSE     ID_DIGITAL                                                                        
ID_DIGITAL                     TEXT ITEM       NUMBER                                          N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      DETALLE_AUTORIZACION                                                              
DETALLE_AUTORIZACION           TEXT ITEM       NUMBER                                          N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      DETALLE                                                                           
DETALLE                        TEXT ITEM       NUMBER                                          N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      IDENTIFICADOR                                                                     
IDENTIFICADOR                  TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      MENSAJE                                                                           
MENSAJE                        TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      INFORMACIONADICIONAL                                                              
INFORMACIONADICIONAL           TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      TIPO                                                                              
TIPO                           TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      VISIBLE                                                                           
VISIBLE                        CHECKBOX        CHAR                                            N     FALSE FALSE   FALSE   TRUE   TRUE   NA       FALSE     OCULTAR_ADVERTENCIAS                                                              
OCULTAR_ADVERTENCIAS           BUTTON          NA                                              NA    NA    FALSE   NA      NA     NA     NA       FALSE     ROWID                                                                             
***************************************************************************************************************************************************************************************************
***************************************************************************************************************************************************************************************************
* VOLCADO DEL BLOQUE LOV_STD
***************************************************************************************************************************************************************************************************
STATUS                : NEW
LAST_QUERY            : 
QUERY_DATA_SOURCE_NAME: (SELECT 1 FROM DUAL)
DML_DATA_TARGET_NAME  : 
DEFAULT_WHERE         : 
ORDER_BY              : 
QUERY_ALLOWED         : TRUE
INSERT_ALLOWED        : FALSE
UPDATE_ALLOWED        : FALSE
DELETE_ALLOWED        : FALSE
 
NOMBRE CAMPO                   ITEM TYPE       DATATYPE        MASCARA                         PK    VALID VISIBLE ENABLED INSERT UPDATE REQUIRED NAVIGABLE NEXT_NAVIGATION_ITEM           VALOR ACTUAL DEL CAMPO (PRIMEROS 50 CARACTERES)   
------------------------------ --------------- --------------- ------------------------------- ----- ----- ------- ------- ------ ------ -------- --------- ------------------------------ --------------------------------------------------
SELECCIONADO                   CHECKBOX        CHAR                                            N     FALSE FALSE   FALSE   TRUE   TRUE   NA       FALSE     C1                                                                                
C1                             TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N1                                                                                
N1                             TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C2                                                                                
C2                             TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N2                                                                                
N2                             TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C3                                                                                
C3                             TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N3                                                                                
N3                             TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C4                                                                                
C4                             TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N4                                                                                
N4                             TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C5                                                                                
C5                             TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N5                                                                                
N5                             TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C6                                                                                
C6                             TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N6                                                                                
N6                             TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C7                                                                                
C7                             TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N7                                                                                
N7                             TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C8                                                                                
C8                             TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N8                                                                                
N8                             TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C9                                                                                
C9                             TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N9                                                                                
N9                             TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C10                                                                               
C10                            TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N10                                                                               
N10                            TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C11                                                                               
C11                            TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N11                                                                               
N11                            TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C12                                                                               
C12                            TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N12                                                                               
N12                            TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C13                                                                               
C13                            TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N13                                                                               
N13                            TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C14                                                                               
C14                            TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N14                                                                               
N14                            TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C15                                                                               
C15                            TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N15                                                                               
N15                            TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C16                                                                               
C16                            TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N16                                                                               
N16                            TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C17                                                                               
C17                            TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N17                                                                               
N17                            TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C18                                                                               
C18                            TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N18                                                                               
N18                            TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C19                                                                               
C19                            TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N19                                                                               
N19                            TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     C20                                                                               
C20                            TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     N20                                                                               
N20                            TEXT ITEM       NUMBER                                          N     FALSE FALSE   FALSE   TRUE   FALSE  FALSE    FALSE     ORDEN1                                                                            
ORDEN1                         BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN2                                                                            
ORDEN2                         BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN3                                                                            
ORDEN3                         BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN4                                                                            
ORDEN4                         BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN5                                                                            
ORDEN5                         BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN6                                                                            
ORDEN6                         BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN7                                                                            
ORDEN7                         BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN8                                                                            
ORDEN8                         BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN9                                                                            
ORDEN9                         BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN10                                                                           
ORDEN10                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN11                                                                           
ORDEN11                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN12                                                                           
ORDEN12                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN13                                                                           
ORDEN13                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN14                                                                           
ORDEN14                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN15                                                                           
ORDEN15                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN16                                                                           
ORDEN16                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN17                                                                           
ORDEN17                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN18                                                                           
ORDEN18                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN19                                                                           
ORDEN19                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN20                                                                           
ORDEN20                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     LLAMADA                                                                           
LLAMADA                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     EXCEL                                                                             
EXCEL                          BUTTON          NA                                              NA    NA    FALSE   NA      NA     NA     NA       FALSE     MARCA_TODOS                                                                       
MARCA_TODOS                    BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     DESMARCA_TODOS                                                                    
DESMARCA_TODOS                 BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ORDEN_CAMBIAR_WHERE                                                               
ORDEN_CAMBIAR_WHERE            BUTTON          NA                                              NA    NA    FALSE   NA      NA     NA     NA       FALSE     PRIMER_REGISTRO                                                                   
PRIMER_REGISTRO                BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     REGISTRO_ANTERIOR                                                                 
REGISTRO_ANTERIOR              BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     REGISTRO_SIGUIENTE                                                                
REGISTRO_SIGUIENTE             BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ULTIMO_REGISTRO                                                                   
ULTIMO_REGISTRO                BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     FILTRO                                                                            
FILTRO                         BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     CONSULTA                                                                          
CONSULTA                       BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ACEPTAR                                                                           
ACEPTAR                        BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     CANCELAR                                                                          
CANCELAR                       BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     ROWID_LOV                                                                         
ROWID_LOV                      TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   TRUE   FALSE    FALSE     ROWID                                                                             
***************************************************************************************************************************************************************************************************
15:49:06 {TRACE}  : INICIALIZA LISTA_PARAMETROS: PLUG_IN
